{it}{s}	sup=80
{at}{all}	sup=11
{go}{away}	sup=11
{tell}	sup=11
{do}{we}	sup=11
{even}	sup=11
{for}{to}	sup=11
{don}{t}{care}	sup=11
{find}	sup=11
{hate}	sup=11
{trust}{me}	sup=11
{rather}{feel}{pain}	sup=11
{i}{escape}	sup=12
{i}{get}	sup=12
{i}{will}{not}	sup=12
{i}{just}{don}{t}	sup=12
{i}{like}	sup=12
{i}{always}	sup=12
{i}{win}{t}	sup=12
{i}{here}	sup=12
{i}{die}	sup=12
{i}{d}	sup=12
{this}{animal}{i}{have}{become}	sup=12
{be}{go}	sup=12
{somebody}{help}{me}{this}	sup=12
{through}	sup=12
{control}	sup=12
{if}{i}{someone}{to}{me}	sup=12
{if}{i}{need}{to}{me}	sup=12
{if}{i}{need}{someone}{me}	sup=12
{if}{i}{need}{someone}{to}	sup=12
{if}{need}{someone}{to}{me}	sup=12
{you}{see}	sup=12
{you}{know}	sup=12
{you}{in}	sup=12
{you}{win}{t}{be}{scare}	sup=12
{the}{you}	sup=12
{wake}{up}	sup=12
{let}{s}{start}{a}{riot}	sup=12
{and}{now}	sup=12
{now}{you}	sup=12
{think}{you}	sup=12
{think}{that}	sup=12
{that}{you}	sup=12
{give}	sup=12
{in}{time}	sup=12
{stop}	sup=12
{break}	sup=12
{when}{you}{me}	sup=12
{wrong}	sup=12
{without}	sup=12
{lonely}	sup=12
{all}	sup=92
{i}{t}{you}{anymore}	sup=13
{i}{be}{the}	sup=13
{i}{will}{let}	sup=13
{i}{not}{i}	sup=13
{i}{just}{t}	sup=13
{i}{need}{to}{me}	sup=13
{i}{wait}{for}{you}	sup=13
{this}{i}	sup=13
{this}{world}	sup=13
{be}{this}	sup=13
{be}{so}	sup=13
{if}{you}{want}{to}	sup=13
{you}{get}	sup=13
{you}{will}	sup=13
{you}{make}	sup=13
{the}{be}	sup=13
{it}{the}	sup=13
{it}{s}{not}{what}{i}	sup=13
{it}{s}{all}{over}	sup=13
{it}{s}{now}	sup=13
{s}{the}	sup=13
{let}{s}	sup=13
{let}{down}	sup=13
{say}{that}	sup=13
{and}{have}	sup=13
{to}{alive}	sup=13
{your}{life}	sup=13
{make}{it}	sup=13
{we}{stand}{above}{the}{crowd}	sup=13
{like}{this}	sup=13
{that}{i}{t}	sup=13
{in}{this}	sup=13
{live}{in}	sup=13
{feel}{so}	sup=13
{oh}	sup=13
{when}{you}{be}	sup=13
{fall}	sup=13
{d}	sup=13
{to}	sup=171
{so}{so}	sup=14
{but}{i}	sup=14
{be}{we}	sup=14
{you}{i}{be}{just}{you}	sup=14
{you}{i}{be}{just}{like}	sup=14
{you}{i}{be}{like}{you}	sup=14
{you}{i}{will}	sup=14
{you}{i}{just}{like}{you}	sup=14
{you}{be}{only}	sup=14
{you}{win}{t}{be}	sup=14
{it}{s}{too}{late}	sup=14
{it}{now}	sup=14
{it}{or}	sup=14
{real}	sup=14
{wake}	sup=14
{your}{be}	sup=14
{now}{be}	sup=14
{we}{be}{one}	sup=14
{that}{t}	sup=14
{in}{way}	sup=14
{place}	sup=14
{before}	sup=14
{when}{i}	sup=14
{alone}	sup=14
{wait}{for}{you}	sup=14
{wonder}	sup=14
{finally}{me}	sup=14
{i}{be}{just}	sup=15
{i}{could}{be}	sup=15
{be}{the}{one}	sup=15
{be}{a}	sup=15
{be}{in}	sup=15
{be}{on}{the}	sup=15
{you}{i}{be}	sup=15
{you}{can}	sup=15
{you}{win}	sup=15
{you}{down}	sup=15
{it}{too}	sup=15
{there}	sup=15
{and}{be}	sup=15
{we}{get}	sup=15
{nothing}	sup=15
{burn}	sup=15
{than}	sup=15
{finally}	sup=15
{i}{be}{not}	sup=16
{be}{just}	sup=16
{it}{s}{what}{i}	sup=16
{it}{s}{all}	sup=16
{like}{you}	sup=16
{someone}	sup=16
{start}	sup=16
{anymore}	sup=16
{i}{will}{you}	sup=17
{i}{let}	sup=17
{i}{never}	sup=17
{i}{want}	sup=17
{be}{one}	sup=17
{be}{my}	sup=17
{be}{on}	sup=17
{still}	sup=17
{you}{be}{you}	sup=17
{you}{want}{to}	sup=17
{you}{that}{i}	sup=17
{it}{s}{never}	sup=17
{lie}	sup=17
{love}	sup=17
{think}{i}{be}	sup=17
{much}	sup=17
{that}{i}{be}	sup=17
{do}{you}	sup=17
{alive}	sup=17
{about}{you}	sup=17
{could}{be}	sup=17
{and}	sup=97
{so}{i}	sup=18
{somebody}{me}{this}	sup=18
{you}{have}	sup=18
{you}{go}	sup=18
{will}{be}	sup=18
{from}	sup=18
{enough}	sup=18
{think}{be}	sup=18
{win}{t}{be}	sup=18
{off}	sup=18
{i}{think}	sup=19
{i}{know}	sup=19
{i}{don}{t}{you}	sup=19
{so}{long}	sup=19
{what}{i}	sup=19
{you}{the}	sup=19
{the}{life}	sup=19
{change}	sup=19
{to}{you}	sup=19
{leave}	sup=19
{in}{my}	sup=19
{everything}	sup=19
{stand}{above}{the}{crowd}	sup=19
{home}	sup=19
{why}	sup=19
{die}	sup=19
{i}{be}{you}	sup=20
{i}{need}{to}	sup=20
{the}{i}	sup=20
{will}{you}	sup=20
{not}{the}	sup=20
{and}{i}	sup=20
{to}{get}	sup=20
{think}{i}	sup=20
{lose}	sup=20
{always}	sup=20
{i}{wait}	sup=21
{t}{be}	sup=21
{you}{that}	sup=21
{you}{away}	sup=21
{believe}	sup=21
{take}{me}{all}{the}{way}	sup=21
{we}{the}	sup=21
{come}	sup=21
{need}{to}	sup=21
{out}	sup=21
{this}{animal}	sup=22
{be}{like}	sup=22
{inside}	sup=22
{the}{one}	sup=22
{help}{me}	sup=22
{take}{the}	sup=22
{be}{to}	sup=23
{me}{the}	sup=23
{if}{i}	sup=23
{you}{it}	sup=23
{make}	sup=23
{stand}{the}	sup=23
{on}{the}	sup=23
{run}	sup=23
{cause}	sup=23
{wait}	sup=23
{turn}	sup=23
{have}	sup=103
{i}{t}{you}	sup=24
{i}{try}	sup=24
{i}{don}{t}	sup=24
{this}{be}	sup=24
{to}{me}	sup=24
{world}	sup=24
{all}{the}{way}	sup=24
{long}	sup=24
{only}	sup=24
{over}	sup=24
{or}	sup=24
{you}{t}	sup=25
{you}{think}	sup=25
{see}	sup=25
{that}{be}	sup=25
{live}	sup=25
{it}{all}	sup=26
{not}{i}	sup=26
{myself}	sup=27
{want}{to}	sup=27
{back}	sup=27
{i}{i}	sup=28
{i}{can}{t}	sup=28
{i}{feel}	sup=28
{too}	sup=28
{win}{t}	sup=28
{at}	sup=28
{for}{you}	sup=28
{it}	sup=186
{you}{i}	sup=29
{no}	sup=29
{say}	sup=29
{all}{the}	sup=29
{win}	sup=29
{i}{it}	sup=30
{i}{not}	sup=30
{i}{just}	sup=31
{the}{way}	sup=31
{good}	sup=31
{be}	sup=347
{t}{you}	sup=33
{about}	sup=33
{me}	sup=191
{be}{not}	sup=34
{i}{need}	sup=35
{be}{you}	sup=35
{be}{the}	sup=35
{stand}	sup=35
{don}{t}	sup=35
{you}{be}	sup=114
{s}	sup=114
{try}	sup=36
{but}	sup=36
{it}{s}{not}	sup=36
{we}{be}	sup=36
{do}	sup=36
{don}	sup=36
{i}	sup=510
{this}	sup=115
{what}	sup=37
{you}{to}	sup=37
{of}	sup=37
{need}	sup=37
{pain}	sup=37
{the}	sup=195
{if}{you}	sup=38
{you}{me}	sup=38
{up}	sup=38
{when}{you}	sup=38
{we}	sup=118
{here}	sup=39
{go}	sup=40
{one}	sup=41
{know}	sup=42
{i}{be}	sup=122
{i}{can}	sup=43
{just}	sup=43
{want}	sup=43
{you}	sup=439
{time}	sup=44
{that}{i}	sup=44
{life}	sup=44
{away}	sup=44
{let}	sup=45
{think}	sup=46
{feel}	sup=46
{down}	sup=46
{i}{to}	sup=47
{like}	sup=47
{on}	sup=47
{never}	sup=49
{can}{t}	sup=50
{now}	sup=51
{take}	sup=51
{when}	sup=51
{your}	sup=52
{a}	sup=53
{i}{will}	sup=55
{my}	sup=55
{for}	sup=55
{t}	sup=134
{way}	sup=58
{i}{have}	sup=59
{if}	sup=62
{i}{you}	sup=70
{get}	sup=70
{i}{t}	sup=71
{that}	sup=71
{can}	sup=72
{in}	sup=75
